"player","position","season","Team","GP","TOI","onGF_60","onGA_60","onG_diff_60","onxGF_60","onxGA_60","onxG_diff_60","onSF_60","onSA_60","onS_diff_60","onFF_60","onFA_60","onF_diff_60","onCF_60","onCA_60","onC_diff_60","onSh_perc","onxGA_per_FA"
"EVGENY.DADONOV","F","20172018","FLA",9,13.05,0,4.6,-4.6,5.29,6.57,-1.29,22.99,59.77,-36.78,45.98,64.37,-18.39,59.77,73.56,-13.79,0,0.1021
"EVGENY.DADONOV","F","20182019","FLA",17,17.62,0,6.81,-6.81,2.62,4.9,-2.28,23.84,47.67,-23.84,27.24,54.48,-27.24,40.86,64.7,-23.84,0,0.09
"EVGENY.KUZNETSOV","F","20162017","WSH",19,20.65,8.72,8.72,0,5.52,8.16,-2.64,37.77,58.11,-20.34,49.39,72.64,-23.24,55.21,75.54,-20.34,23.08,0.1124
"EVGENY.KUZNETSOV","F","20172018","WSH",17,20.05,11.97,8.98,2.99,3.26,5.18,-1.92,23.94,32.92,-8.98,41.9,47.88,-5.99,47.88,65.84,-17.96,50,0.1081
"EVGENY.KUZNETSOV","F","20182019","WSH",12,17.8,10.11,3.37,6.74,7.58,4.85,2.73,53.93,43.82,10.11,60.67,50.56,10.11,77.53,57.3,20.22,18.75,0.096
"FILIP.CHYTIL","F","20182019","NYR",6,7.12,0,0,0,4.89,4.47,0.42,33.71,25.28,8.43,42.13,33.71,8.43,67.42,33.71,33.71,0,0.1325
"FILIP.FORSBERG","F","20162017","NSH",18,16.6,3.61,14.46,-10.84,5.2,8.17,-2.96,43.37,46.99,-3.61,54.22,65.06,-10.84,57.83,79.52,-21.69,8.33,0.1256
"FILIP.FORSBERG","F","20172018","NSH",15,17.7,3.39,3.39,0,7.19,6.71,0.47,50.85,47.46,3.39,61.02,47.46,13.56,64.41,50.85,13.56,6.67,0.1414
"FILIP.HRONEK","D","20182019","DET",7,8.95,0,0,0,6.5,4.63,1.88,60.34,40.22,20.11,80.45,40.22,40.22,93.85,40.22,53.63,0,0.115
"FRANS.NIELSEN","F","20162017","DET",22,19.42,0,15.45,-15.45,4.51,7.38,-2.87,33.99,43.25,-9.27,46.34,55.61,-9.27,67.97,71.06,-3.09,0,0.1328
"FRANS.NIELSEN","F","20172018","DET",8,7.77,7.72,7.72,0,1.85,3.78,-1.93,15.44,15.44,0,15.44,30.89,-15.44,23.17,46.33,-23.17,50,0.1225
"FRANS.NIELSEN","F","20182019","DET",15,20.28,2.96,0,2.96,5.62,2.51,3.11,44.38,11.83,32.54,56.21,26.63,29.59,68.05,38.46,29.59,6.67,0.0944
"GABRIEL.LANDESKOG","F","20162017","COL",7,5.45,22.02,0,22.02,3.96,4.18,-0.22,44.04,66.06,-22.02,44.04,66.06,-22.02,55.05,88.07,-33.03,50,0.0633
"GABRIEL.LANDESKOG","F","20172018","COL",15,15.18,3.95,11.86,-7.91,5.61,7.71,-2.09,39.53,71.15,-31.62,47.43,75.1,-27.67,59.29,86.96,-27.67,10,0.1026
"GABRIEL.LANDESKOG","F","20182019","COL",13,16.72,0,7.18,-7.18,3.48,3.01,0.47,39.47,39.47,0,57.42,43.06,14.35,57.42,50.24,7.18,0,0.07
"GUSTAV.FORSLING","D","20172018","CHI",6,5.12,23.44,11.72,11.72,11.72,5.27,6.45,82.03,46.88,35.16,93.75,46.88,46.88,128.91,46.88,82.03,28.57,0.1125
"GUSTAV.NYQUIST","F","20162017","DET",17,17.27,6.95,6.95,0,6.43,5.18,1.25,31.27,38.22,-6.95,48.64,55.59,-6.95,66.01,79.91,-13.9,22.22,0.0931
"GUSTAV.NYQUIST","F","20172018","DET",13,13.22,0,9.08,-9.08,3.13,6.67,-3.54,18.15,40.85,-22.69,31.77,54.46,-22.69,31.77,54.46,-22.69,0,0.1225
"GUSTAV.NYQUIST","F","20182019","DET",15,20.1,8.96,0,8.96,7.19,3.19,4,47.76,23.88,23.88,56.72,29.85,26.87,65.67,32.84,32.84,18.75,0.107
"HAMPUS.LINDHOLM","D","20162017","ANA",13,15.63,0,3.84,-3.84,5.57,3.49,2.07,30.71,15.36,15.36,46.07,26.87,19.19,61.42,34.55,26.87,0,0.13
"HAMPUS.LINDHOLM","D","20172018","ANA",16,19.3,6.22,0,6.22,4.63,5.07,-0.44,31.09,40.41,-9.33,43.52,43.52,0,49.74,62.18,-12.44,20,0.1164
"HAMPUS.LINDHOLM","D","20182019","ANA",9,8.8,13.64,13.64,0,8.39,6.61,1.77,68.18,40.91,27.27,68.18,61.36,6.82,68.18,75,-6.82,20,0.1078
"HENRIK.SEDIN","F","20162017","VAN",15,16.37,7.33,3.67,3.67,6.6,7.48,-0.88,47.65,43.98,3.67,58.64,58.64,0,65.97,73.3,-7.33,15.38,0.1275
"HENRIK.SEDIN","F","20172018","VAN",9,12.88,0,4.66,-4.66,3.12,4.7,-1.58,18.63,32.61,-13.98,37.27,37.27,0,55.9,46.58,9.32,0,0.1262
"HENRIK.ZETTERBERG","F","20162017","DET",25,29.23,6.16,6.16,0,3.9,4.58,-0.68,47.21,20.53,26.68,53.37,30.79,22.58,61.58,36.95,24.63,13.04,0.1487
"HENRIK.ZETTERBERG","F","20172018","DET",14,14.15,0,8.48,-8.48,4.16,5.81,-1.65,33.92,38.16,-4.24,46.64,46.64,0,50.88,50.88,0,0,0.1245
"ILYA.KOVALCHUK","F","20182019","L.A",7,7.32,8.2,0,8.2,5.41,1.31,4.1,32.79,16.39,16.39,40.98,24.59,16.39,49.18,24.59,24.59,25,0.0533
"IVAN.PROVOROV","D","20162017","PHI",15,16.63,7.22,0,7.22,10.03,2.2,7.83,46.9,21.65,25.26,68.55,28.86,39.69,82.98,36.08,46.9,15.38,0.0762
"IVAN.PROVOROV","D","20172018","PHI",23,28.48,8.43,2.11,6.32,5.18,4.78,0.4,33.71,42.13,-8.43,50.56,50.56,0,58.99,63.2,-4.21,25,0.0946
"IVAN.PROVOROV","D","20182019","PHI",15,18.22,0,9.88,-9.88,4.28,6.95,-2.67,32.93,39.52,-6.59,46.1,59.28,-13.17,55.98,72.45,-16.47,0,0.1172
"JACCOB.SLAVIN","D","20162017","CAR",21,20.68,2.9,14.51,-11.61,4.61,4.64,-0.03,26.11,43.52,-17.41,49.32,52.22,-2.9,52.22,66.73,-14.51,11.11,0.0889
"JACCOB.SLAVIN","D","20172018","CAR",16,22.55,2.66,5.32,-2.66,5.75,1.84,3.91,39.91,18.63,21.29,50.55,23.95,26.61,50.55,34.59,15.96,6.67,0.0767
"JACCOB.SLAVIN","D","20182019","CAR",13,14.57,4.12,8.24,-4.12,4.45,5.6,-1.15,20.59,37.06,-16.47,41.18,45.3,-4.12,41.18,45.3,-4.12,20,0.1236
"JACK.EICHEL","F","20162017","BUF",11,13.53,8.87,4.43,4.43,3.55,11.75,-8.2,31.04,70.95,-39.91,57.65,84.26,-26.61,66.52,88.69,-22.17,28.57,0.1395
"JACK.EICHEL","F","20172018","BUF",11,16.15,0,22.29,-22.29,2.93,5.31,-2.38,26.01,59.44,-33.44,33.44,59.44,-26.01,40.87,85.45,-44.58,0,0.0894
"JACK.EICHEL","F","20182019","BUF",21,31.18,5.77,9.62,-3.85,7.18,5.35,1.83,53.88,40.41,13.47,61.58,51.96,9.62,71.2,63.5,7.7,10.71,0.103
"JACK.JOHNSON","D","20162017","CBJ",9,7.02,0,8.55,-8.55,12.14,2.14,10,102.56,34.19,68.38,119.66,42.74,76.92,145.3,42.74,102.56,0,0.05
"JACK.JOHNSON","D","20172018","CBJ",9,7.42,0,8.09,-8.09,6.55,4.61,1.94,64.69,24.26,40.43,80.86,40.43,40.43,80.86,48.52,32.35,0,0.114
"JACK.JOHNSON","D","20182019","PIT",8,5.6,10.71,0,10.71,6.32,7.39,-1.07,75,64.29,10.71,85.71,64.29,21.43,85.71,64.29,21.43,14.29,0.115
"JACOB.TROUBA","D","20162017","WPG",6,6.22,0,19.29,-19.29,7.04,12.06,-5.02,28.94,67.52,-38.59,57.88,67.52,-9.65,57.88,77.17,-19.29,0,0.1786
"JACOB.TROUBA","D","20172018","WPG",7,7.75,0,0,0,3.79,7.66,-3.87,38.71,46.45,-7.74,38.71,69.68,-30.97,38.71,77.42,-38.71,0,0.11
"JACOB.TROUBA","D","20182019","WPG",8,10.87,11.04,0,11.04,7.95,6.18,1.77,77.28,38.64,38.64,82.8,55.2,27.6,104.88,71.76,33.12,14.29,0.112
"JADEN.SCHWARTZ","F","20162017","STL",11,13.28,13.55,0,13.55,4.34,5.65,-1.31,27.11,58.73,-31.63,36.14,72.29,-36.14,45.18,85.84,-40.66,50,0.0781
"JADEN.SCHWARTZ","F","20172018","STL",12,11.67,20.57,5.14,15.42,7.1,5.3,1.8,61.7,35.99,25.71,77.12,61.7,15.42,82.26,82.26,0,33.33,0.0858
"JADEN.SCHWARTZ","F","20182019","STL",12,15.78,0,11.41,-11.41,6.5,3.46,3.04,38.02,26.62,11.41,49.43,34.22,15.21,60.84,34.22,26.62,0,0.1011
"JAKE.DEBRUSK","F","20172018","BOS",7,7.08,8.47,0,8.47,9.83,5.76,4.07,42.37,67.8,-25.42,67.8,67.8,0,67.8,76.27,-8.47,20,0.085
"JAKE.DEBRUSK","F","20182019","BOS",13,11.17,10.74,0,10.74,4.83,6.18,-1.34,32.23,53.72,-21.49,48.34,53.72,-5.37,53.72,75.2,-21.49,33.33,0.115
"JAKE.DOTCHIN","D","20162017","T.B",7,6,10,0,10,12.1,1.8,10.3,70,20,50,100,20,80,100,20,80,14.29,0.09
"JAKE.GARDINER","D","20162017","TOR",18,21.33,8.44,5.63,2.81,9.45,8.66,0.79,53.45,50.63,2.81,73.14,70.32,2.81,81.58,81.58,0,15.79,0.1232
"JAKE.GARDINER","D","20172018","TOR",19,21.42,8.4,8.4,0,7.98,5.52,2.46,50.42,50.42,0,70.03,58.82,11.2,89.64,67.23,22.41,16.67,0.0938
"JAKE.GARDINER","D","20182019","TOR",8,6.9,17.39,0,17.39,8.61,3.48,5.13,43.48,34.78,8.7,78.26,34.78,43.48,86.96,34.78,52.17,40,0.1
"JAKE.GUENTZEL","F","20172018","PIT",10,9.32,0,6.44,-6.44,5.15,2.45,2.7,38.63,32.19,6.44,51.5,38.63,12.88,57.94,38.63,19.31,0,0.0633
"JAKE.GUENTZEL","F","20182019","PIT",17,17.77,3.38,10.13,-6.75,6.35,7.46,-1.11,40.52,43.89,-3.38,57.4,47.27,10.13,74.28,50.65,23.64,8.33,0.1579
"JAKE.MCCABE","D","20162017","BUF",11,9.28,0,6.47,-6.47,3.81,2.97,0.84,25.86,32.33,-6.47,32.33,32.33,0,45.26,45.26,0,0,0.092
"JAKE.MUZZIN","D","20172018","L.A",10,6.58,9.12,18.24,-9.12,2.1,6.93,-4.83,27.36,36.47,-9.12,27.36,54.71,-27.36,45.59,54.71,-9.12,33.33,0.1267
"JAKE.VIRTANEN","F","20182019","VAN",13,15.67,0,7.66,-7.66,3.79,4.86,-1.07,45.95,26.8,19.14,45.95,38.29,7.66,53.61,38.29,15.32,0,0.127
"JAKOB.CHYCHRUN","D","20172018","ARI",9,8.65,13.87,0,13.87,8.81,8.88,-0.07,55.49,41.62,13.87,76.3,69.36,6.94,104.05,76.3,27.75,25,0.128
"JAKOB.CHYCHRUN","D","20182019","ARI",9,8.8,6.82,0,6.82,5.66,3.55,2.11,47.73,34.09,13.64,68.18,40.91,27.27,75,54.55,20.45,14.29,0.0867
"JAKOB.SILFVERBERG","F","20162017","ANA",15,17.32,0,3.46,-3.46,4.3,2.7,1.59,34.64,17.32,17.32,45.03,27.71,17.32,58.89,34.64,24.25,0,0.0975
"JAKOB.SILFVERBERG","F","20172018","ANA",17,24,0,2.5,-2.5,2,8.18,-6.17,22.5,62.5,-40,22.5,67.5,-45,27.5,82.5,-55,0,0.1211
"JAKOB.SILFVERBERG","F","20182019","ANA",10,10.12,5.93,0,5.93,4.8,7,-2.19,41.5,53.36,-11.86,53.36,53.36,0,59.29,71.15,-11.86,14.29,0.1311
"JAKUB.JERABEK","D","20172018","MTL",4,6.03,0,9.95,-9.95,5.47,8.86,-3.38,39.8,49.75,-9.95,39.8,49.75,-9.95,69.65,59.7,9.95,0,0.178
"JAKUB.VORACEK","F","20162017","PHI",24,36.37,6.6,1.65,4.95,6.62,3.3,3.32,39.59,34.64,4.95,61.04,39.59,21.45,77.54,44.54,32.99,16.67,0.0833
"JAKUB.VORACEK","F","20172018","PHI",20,27.53,4.36,8.72,-4.36,6.32,7.54,-1.22,37.05,50.13,-13.08,52.31,69.74,-17.44,61.02,82.82,-21.79,11.76,0.1081
"JAKUB.VORACEK","F","20182019","PHI",15,14.63,4.1,12.3,-8.2,6.19,5.45,0.74,36.91,41.01,-4.1,61.52,53.32,8.2,69.72,61.52,8.2,11.11,0.1023
"JAMES.NEAL","F","20162017","NSH",11,15.08,0,7.96,-7.96,3.94,5.25,-1.31,27.85,35.81,-7.96,43.77,47.75,-3.98,59.68,63.66,-3.98,0,0.11
"JAMES.NEAL","F","20172018","VGK",14,14.12,17,4.25,12.75,10.16,5.48,4.67,80.74,33.99,46.74,89.24,55.24,33.99,110.48,59.49,50.99,21.05,0.0992
"JAMES.VAN RIEMSDYK","F","20162017","TOR",14,9.65,0,12.44,-12.44,7.27,7.27,0,43.52,37.31,6.22,68.39,49.74,18.65,80.83,49.74,31.09,0,0.1462
"JAMES.VAN RIEMSDYK","F","20172018","TOR",9,7.18,0,0,0,3.43,5.85,-2.42,33.43,50.14,-16.71,41.78,58.5,-16.71,41.78,75.21,-33.43,0,0.1
"JAMES.VAN RIEMSDYK","F","20182019","PHI",6,7.05,8.51,8.51,0,11.83,9.28,2.55,59.57,42.55,17.02,68.09,85.11,-17.02,85.11,85.11,0,14.29,0.109
"JAMIE.BENN","F","20162017","DAL",14,15.7,11.46,15.29,-3.82,3.59,5.08,-1.49,42.04,34.39,7.64,45.86,49.68,-3.82,49.68,64.97,-15.29,27.27,0.1023
"JAMIE.BENN","F","20172018","DAL",15,15.92,3.77,7.54,-3.77,5.88,3.96,1.92,64.07,26.38,37.69,71.61,48.99,22.61,79.15,52.76,26.38,5.88,0.0808
"JAMIE.BENN","F","20182019","DAL",10,10.02,5.99,5.99,0,6.17,4.37,1.8,53.89,35.93,17.96,83.83,53.89,29.94,95.81,53.89,41.92,11.11,0.0811
"JAN.RUTTA","D","20172018","CHI",7,7.3,0,8.22,-8.22,1.97,1.89,0.08,24.66,32.88,-8.22,32.88,32.88,0,57.53,32.88,24.66,0,0.0575
"JARED.MCCANN","F","20172018","FLA",8,7.17,8.37,0,8.37,3.93,4.77,-0.84,25.1,33.47,-8.37,50.21,41.84,8.37,50.21,66.95,-16.74,33.33,0.114
"JARED.MCCANN","F","20182019","FLA",8,6.15,0,0,0,2.54,4.29,-1.76,9.76,29.27,-19.51,19.51,48.78,-29.27,39.02,58.54,-19.51,0,0.088
"JARED.SPURGEON","D","20162017","MIN",11,10,12,6,6,6.9,4.56,2.34,48,36,12,66,60,6,66,60,6,25,0.076
"JARED.SPURGEON","D","20172018","MIN",8,12.25,4.9,4.9,0,2.64,4.9,-2.25,29.39,29.39,0,29.39,34.29,-4.9,39.18,44.08,-4.9,16.67,0.1429
"JARED.SPURGEON","D","20182019","MIN",11,14.38,0,4.17,-4.17,2.09,3.8,-1.71,20.86,33.38,-12.52,29.21,50.07,-20.86,41.72,58.41,-16.69,0,0.0758
"JASON.DEMERS","D","20172018","ARI",8,7.58,7.92,0,7.92,6.65,6.41,0.24,31.66,39.58,-7.92,55.41,79.16,-23.75,63.32,94.99,-31.66,25,0.081
"JASON.DICKINSON","F","20182019","DAL",7,5.32,22.56,22.56,0,15.45,2.03,13.42,67.67,22.56,45.11,78.95,33.83,45.11,90.23,33.83,56.39,33.33,0.06
"JASON.SPEZZA","F","20162017","DAL",8,5.6,10.71,21.43,-10.71,7.61,10.5,-2.89,64.29,53.57,10.71,85.71,75,10.71,85.71,75,10.71,16.67,0.14
"JASON.ZUCKER","F","20162017","MIN",8,6.2,0,9.68,-9.68,4.84,4.65,0.19,29.03,48.39,-19.35,48.39,87.1,-38.71,48.39,106.45,-58.06,0,0.0533
"JASON.ZUCKER","F","20172018","MIN",15,12.43,9.65,24.14,-14.48,2.8,5.65,-2.85,33.79,33.79,0,38.62,38.62,0,53.1,38.62,14.48,28.57,0.1462
"JASON.ZUCKER","F","20182019","MIN",9,8.67,6.92,6.92,0,5.54,3.46,2.08,27.68,41.52,-13.84,41.52,55.36,-13.84,48.44,55.36,-6.92,25,0.0625
"JEAN-GABRIEL.PAGEAU","F","20162017","OTT",15,17.13,3.5,0,3.5,3.22,2.66,0.56,24.52,21.02,3.5,38.53,35.03,3.5,42.03,45.53,-3.5,14.29,0.076
"JEAN-GABRIEL.PAGEAU","F","20172018","OTT",14,11.2,0,10.71,-10.71,4.07,3.96,0.11,26.79,16.07,10.71,42.86,32.14,10.71,58.93,37.5,21.43,0,0.1233
"JEFF.CARTER","F","20162017","L.A",20,26.07,11.51,4.6,6.9,6.97,7.62,-0.64,29.92,39.13,-9.21,50.63,55.24,-4.6,80.55,59.84,20.71,38.46,0.1379
"JEFF.CARTER","F","20172018","L.A",6,6.4,9.38,9.38,0,7.87,7.03,0.84,56.25,37.5,18.75,84.38,46.88,37.5,103.12,56.25,46.88,16.67,0.15
"JEFF.CARTER","F","20182019","L.A",12,12.2,4.92,4.92,0,3.84,6.69,-2.85,29.51,39.34,-9.84,34.43,54.1,-19.67,49.18,59.02,-9.84,16.67,0.1236
"JEFF.PETRY","D","20162017","MTL",23,21.6,8.33,2.78,5.56,7.64,6.08,1.56,58.33,38.89,19.44,75,58.33,16.67,83.33,66.67,16.67,14.29,0.1043
"JEFF.PETRY","D","20172018","MTL",18,17.58,0,10.24,-10.24,5.09,9.18,-4.1,51.19,61.43,-10.24,54.61,75.09,-20.48,64.85,81.91,-17.06,0,0.1223
"JEFF.PETRY","D","20182019","MTL",15,15.75,7.62,15.24,-7.62,2.32,5.52,-3.2,26.67,45.71,-19.05,45.71,64.76,-19.05,49.52,72.38,-22.86,28.57,0.0853
"JEFF.SKINNER","F","20162017","CAR",12,11.5,5.22,20.87,-15.65,3.44,11.17,-7.72,31.3,83.48,-52.17,41.74,93.91,-52.17,41.74,120,-78.26,16.67,0.1189
"JEFF.SKINNER","F","20172018","CAR",11,13.92,4.31,8.62,-4.31,7.76,5.04,2.72,38.79,21.55,17.24,60.34,34.48,25.86,90.52,47.41,43.1,11.11,0.1462
"JEFF.SKINNER","F","20182019","BUF",14,9.98,12.02,18.04,-6.01,3.55,11.78,-8.24,30.06,60.12,-30.06,42.08,84.17,-42.08,42.08,96.19,-54.11,40,0.14
"JESPER.BRATT","F","20172018","N.J",11,10.7,5.61,5.61,0,7.57,6.22,1.35,50.47,28.04,22.43,56.07,44.86,11.21,67.29,50.47,16.82,11.11,0.1388
"JESPER.BRATT","F","20182019","N.J",9,12.73,0,4.71,-4.71,1.37,6.17,-4.81,9.43,56.56,-47.13,14.14,80.13,-65.99,23.57,108.41,-84.84,0,0.0771
"JIMMY.VESEY","F","20182019","NYR",11,9.13,0,0,0,3.75,4.93,-1.18,32.86,52.57,-19.72,39.43,59.15,-19.72,46,78.86,-32.86,0,0.0833
"JOAKIM.NORDSTROM","F","20182019","BOS",8,5.1,11.76,0,11.76,4.94,7.18,-2.24,35.29,94.12,-58.82,47.06,94.12,-47.06,47.06,105.88,-58.82,33.33,0.0762
"JOE.PAVELSKI","F","20162017","S.J",13,10.08,11.9,17.86,-5.95,6.31,8.75,-2.44,23.81,41.67,-17.86,41.67,47.62,-5.95,65.48,53.57,11.9,50,0.1838
"JOE.PAVELSKI","F","20172018","S.J",18,20.98,5.72,8.58,-2.86,8.01,4.32,3.69,37.18,34.32,2.86,45.76,40.04,5.72,51.48,57.2,-5.72,15.38,0.1079
"JOE.PAVELSKI","F","20182019","S.J",11,11.35,5.29,5.29,0,2.8,5.55,-2.75,42.29,42.29,0,42.29,58.15,-15.86,52.86,79.3,-26.43,12.5,0.0955
"JOE.THORNTON","F","20162017","S.J",13,8.85,13.56,20.34,-6.78,6.71,7.66,-0.95,27.12,33.9,-6.78,40.68,33.9,6.78,61.02,40.68,20.34,50,0.226
"JOE.THORNTON","F","20172018","S.J",11,13.33,9,9,0,8.01,3.83,4.19,27.01,27.01,0,40.51,36.01,4.5,45.01,54.01,-9,33.33,0.1062
"JOE.THORNTON","F","20182019","S.J",6,5.15,11.65,11.65,0,3.84,5.24,-1.4,23.3,46.6,-23.3,23.3,46.6,-23.3,23.3,58.25,-34.95,50,0.1125
"JOHAN.LARSSON","F","20162017","BUF",8,10.07,0,5.96,-5.96,2.56,2.44,0.12,29.79,17.87,11.92,35.75,23.83,11.92,47.67,29.79,17.87,0,0.1025
"JOHAN.LARSSON","F","20172018","BUF",4,5.23,11.47,0,11.47,1.95,1.26,0.69,11.47,22.94,-11.47,11.47,34.42,-22.94,22.94,45.89,-22.94,100,0.0367
"JOHN.CARLSON","D","20162017","WSH",17,18.38,3.26,6.53,-3.26,4.37,7.08,-2.71,29.38,58.76,-29.38,45.7,78.35,-32.64,48.97,81.61,-32.64,11.11,0.0904
"JOHN.CARLSON","D","20172018","WSH",14,14.98,16.02,8.01,8.01,2.84,5.25,-2.4,28.04,40.05,-12.02,44.06,56.07,-12.02,48.06,68.09,-20.03,57.14,0.0936
"JOHN.CARLSON","D","20182019","WSH",14,19.85,0,3.02,-3.02,2.15,4.08,-1.93,27.2,33.25,-6.05,42.32,39.29,3.02,63.48,48.36,15.11,0,0.1038
"JOHN.KLINGBERG","D","20162017","DAL",15,18.48,3.25,12.99,-9.74,2.47,8.12,-5.65,38.96,48.7,-9.74,48.7,64.94,-16.23,58.44,71.43,-12.99,8.33,0.125
"JOHN.KLINGBERG","D","20172018","DAL",17,29.07,8.26,6.19,2.06,4.93,3.2,1.73,45.41,18.58,26.83,55.73,41.28,14.45,59.86,43.34,16.51,18.18,0.0775
"JOHN.KLINGBERG","D","20182019","DAL",8,11.23,16.03,0,16.03,7.91,3.15,4.76,64.11,16.03,48.09,85.49,48.09,37.4,96.17,48.09,48.09,25,0.0656
"JOHN.MOORE","D","20162017","N.J",13,15.47,7.76,3.88,3.88,5.78,7.37,-1.59,38.78,50.42,-11.64,46.54,62.06,-15.51,65.93,65.93,0,20,0.1188
"JOHN.MOORE","D","20172018","N.J",17,23.88,5.03,5.03,0,5.45,5.8,-0.35,35.18,32.66,2.51,45.23,42.71,2.51,52.76,47.74,5.03,14.29,0.1359
"JOHN.MOORE","D","20182019","BOS",9,10.98,5.46,0,5.46,2.35,5.63,-3.28,21.86,54.64,-32.79,32.79,65.57,-32.79,38.25,71.04,-32.79,25,0.0858
"JOHNNY.GAUDREAU","F","20162017","CGY",13,18.33,13.09,0,13.09,5.63,4.12,1.51,52.37,32.73,19.64,58.92,45.83,13.09,72.01,52.37,19.64,25,0.09
"JOHNNY.GAUDREAU","F","20172018","CGY",17,28.55,8.41,4.2,4.2,9.33,5.02,4.31,52.54,31.52,21.02,71.45,46.23,25.22,71.45,54.64,16.81,16,0.1086
"JOHNNY.GAUDREAU","F","20182019","CGY",11,14.38,12.52,4.17,8.34,10.39,9.43,0.96,70.93,45.9,25.03,87.62,75.1,12.52,95.97,83.45,12.52,17.65,0.1256
"JOHN.TAVARES","F","20162017","NYI",19,24.15,4.97,7.45,-2.48,5.09,6.14,-1.04,44.72,59.63,-14.91,47.2,69.57,-22.36,52.17,89.44,-37.27,11.11,0.0882
"JOHN.TAVARES","F","20172018","NYI",20,28.95,8.29,10.36,-2.07,7.63,9.51,-1.89,51.81,53.89,-2.07,66.32,68.39,-2.07,72.54,78.76,-6.22,16,0.1391
"JOHN.TAVARES","F","20182019","TOR",13,14.48,8.29,16.57,-8.29,8.25,4.6,3.65,41.44,49.72,-8.29,53.87,53.87,0,58.01,66.3,-8.29,20,0.0854
"JONAS.BRODIN","D","20162017","MIN",7,6.1,0,9.84,-9.84,3.93,3.44,0.49,29.51,49.18,-19.67,59.02,49.18,9.84,68.85,49.18,19.67,0,0.07
"JONAS.BRODIN","D","20172018","MIN",11,16.37,7.33,7.33,0,4.14,3.12,1.03,29.32,36.65,-7.33,32.99,47.65,-14.66,32.99,51.31,-18.33,25,0.0654
"JONAS.BRODIN","D","20182019","MIN",11,12.03,4.99,4.99,0,0.75,2.84,-2.09,4.99,44.89,-39.9,14.96,54.86,-39.9,24.94,54.86,-29.93,100,0.0518
"JONATHAN.DROUIN","F","20162017","T.B",14,14.88,8.06,8.06,0,6.41,4.03,2.38,24.19,32.26,-8.06,64.52,36.29,28.23,76.61,40.32,36.29,33.33,0.1111
"JONATHAN.DROUIN","F","20172018","MTL",15,18.92,0,6.34,-6.34,4.12,10.21,-6.09,34.88,66.6,-31.71,44.4,85.62,-41.23,60.25,98.31,-38.05,0,0.1193
"JONATHAN.DROUIN","F","20182019","MTL",10,7.35,8.16,16.33,-8.16,3.43,6.12,-2.69,40.82,32.65,8.16,40.82,65.31,-24.49,40.82,65.31,-24.49,20,0.0938
"JONATHAN.HUBERDEAU","F","20162017","FLA",4,6.28,9.55,0,9.55,10.22,0.19,10.03,66.88,0,66.88,66.88,9.55,57.32,76.43,28.66,47.77,14.29,0.02
"JONATHAN.HUBERDEAU","F","20172018","FLA",14,20.53,5.85,5.85,0,6.46,7.77,-1.32,46.76,46.76,0,55.53,70.14,-14.61,67.22,75.99,-8.77,12.5,0.1108
"JONATHAN.HUBERDEAU","F","20182019","FLA",18,25.68,9.35,7.01,2.34,5.61,5.19,0.42,30.37,51.4,-21.03,42.06,58.41,-16.36,44.39,72.43,-28.04,30.77,0.0888
"JONATHAN.MARCHESSAULT","F","20162017","FLA",13,13.3,4.51,9.02,-4.51,4.33,8.03,-3.7,40.6,49.62,-9.02,58.65,63.16,-4.51,90.23,72.18,18.05,11.11,0.1271
"JONATHAN.MARCHESSAULT","F","20172018","VGK",15,19.4,9.28,3.09,6.19,7.61,4.52,3.09,58.76,27.84,30.93,80.41,37.11,43.3,95.88,46.39,49.48,15.79,0.1217
"JONATHAN.MARCHESSAULT","F","20182019","VGK",10,11.32,5.3,5.3,0,8.85,1.86,7,58.3,21.2,37.1,100.71,21.2,79.51,127.21,26.5,100.71,9.09,0.0875
"JONATHAN.TOEWS","F","20162017","CHI",15,16.32,7.35,7.35,0,7.61,4.74,2.87,36.76,44.12,-7.35,62.5,51.47,11.03,77.21,51.47,25.74,20,0.0921
"JONATHAN.TOEWS","F","20172018","CHI",14,15.27,7.86,15.72,-7.86,5.19,8.53,-3.34,55.01,70.73,-15.72,66.8,90.37,-23.58,90.37,90.37,0,14.29,0.0943
"JONATHAN.TOEWS","F","20182019","CHI",22,24.28,9.88,9.88,0,5.36,4.52,0.84,46.95,32.13,14.83,59.31,39.54,19.77,71.66,59.31,12.36,21.05,0.1144
"JOONAS.DONSKOI","F","20172018","S.J",10,11.35,0,0,0,1.11,1.16,-0.05,10.57,15.86,-5.29,10.57,15.86,-5.29,31.72,15.86,15.86,0,0.0733
"JORDAN.EBERLE","F","20162017","EDM",16,16.57,0,3.62,-3.62,7.46,4.78,2.68,57.94,25.35,32.59,76.04,36.21,39.83,86.9,43.45,43.45,0,0.132
"JORDAN.EBERLE","F","20172018","NYI",16,16.87,7.11,3.56,3.56,6.86,5.83,1.03,49.79,35.57,14.23,67.58,53.35,14.23,78.25,64.02,14.23,14.29,0.1093
"JORDAN.EBERLE","F","20182019","NYI",9,12.07,0,0,0,4.72,4.87,-0.15,34.8,34.8,0,34.8,44.74,-9.94,54.68,44.74,9.94,0,0.1089
"JORDAN.MARTINOOK","F","20162017","ARI",11,10.15,0,5.91,-5.91,7.33,10.76,-3.43,41.38,47.29,-5.91,53.2,70.94,-17.73,70.94,76.85,-5.91,0,0.1517
