"player","position","season","Team","GP","TOI","onGF_60","onGA_60","onG_diff_60","onxGF_60","onxGA_60","onxG_diff_60","onSF_60","onSA_60","onS_diff_60","onFF_60","onFA_60","onF_diff_60","onCF_60","onCA_60","onC_diff_60","onSh_perc","onxGA_per_FA"
"VINNIE.HINOSTROZA","F","20182019","ARI",11,10.38,5.78,0,5.78,2.49,6.24,-3.76,28.9,57.8,-28.9,34.68,57.8,-23.12,40.46,63.58,-23.12,20,0.108
"VLADIMIR.SOBOTKA","F","20172018","STL",11,12.43,4.83,9.65,-4.83,2.75,5.45,-2.7,28.96,38.62,-9.65,28.96,38.62,-9.65,28.96,62.75,-33.79,16.67,0.1412
"VLADIMIR.SOBOTKA","F","20182019","BUF",5,5.5,10.91,10.91,0,2.07,3.49,-1.42,10.91,43.64,-32.73,21.82,43.64,-21.82,32.73,54.55,-21.82,100,0.08
"VLADIMIR.TARASENKO","F","20162017","STL",13,16.1,11.18,14.91,-3.73,6.37,7.53,-1.16,63.35,55.9,7.45,70.81,74.53,-3.73,85.71,96.89,-11.18,17.65,0.101
"VLADIMIR.TARASENKO","F","20172018","STL",13,16.28,11.06,7.37,3.69,5.93,5.31,0.63,62.65,40.54,22.11,66.34,44.23,22.11,84.77,58.97,25.8,17.65,0.12
"VLADIMIR.TARASENKO","F","20182019","STL",16,19.72,12.17,3.04,9.13,3.71,2.98,0.73,36.51,21.3,15.21,39.55,33.47,6.09,63.89,42.6,21.3,33.33,0.0891
"VLADISLAV.NAMESTNIKOV","F","20162017","T.B",6,5.62,0,10.68,-10.68,6.41,5.66,0.75,64.06,53.38,10.68,74.73,53.38,21.35,74.73,53.38,21.35,0,0.106
"VLADISLAV.NAMESTNIKOV","F","20182019","NYR",12,12.5,0,9.6,-9.6,5.18,3.7,1.49,33.6,24,9.6,43.2,33.6,9.6,48,43.2,4.8,0,0.11
"WAYNE.SIMMONDS","F","20162017","PHI",20,20.08,5.98,0,5.98,6.63,2.21,4.42,38.84,14.94,23.9,56.77,23.9,32.87,71.71,38.84,32.87,15.38,0.0925
"WAYNE.SIMMONDS","F","20172018","PHI",12,9.7,6.19,6.19,0,6.37,3.34,3.03,30.93,24.74,6.19,61.86,37.11,24.74,61.86,43.3,18.56,20,0.09
"WILL.BUTCHER","D","20182019","N.J",11,13.13,4.57,4.57,0,6.03,4.57,1.46,45.7,27.42,18.28,54.84,50.27,4.57,63.98,63.98,0,10,0.0909
"WILLIAM.KARLSSON","F","20172018","VGK",17,19.4,6.19,6.19,0,6.62,6.65,-0.03,61.86,34.02,27.84,80.41,52.58,27.84,95.88,55.67,40.21,10,0.1265
"WILLIAM.KARLSSON","F","20182019","VGK",12,11.8,0,10.17,-10.17,2.75,3.41,-0.66,25.42,30.51,-5.08,40.68,30.51,10.17,71.19,45.76,25.42,0,0.1117
"WILLIAM.NYLANDER","F","20162017","TOR",17,14.57,8.24,8.24,0,6.34,5.81,0.54,53.53,37.06,16.47,74.12,45.3,28.83,86.48,49.42,37.06,15.38,0.1282
"WILLIAM.NYLANDER","F","20172018","TOR",18,18.33,9.82,6.55,3.27,8.51,4.81,3.7,52.37,42.55,9.82,65.47,52.37,13.09,75.29,55.65,19.64,18.75,0.0919
"WILLIAM.NYLANDER","F","20182019","TOR",7,6.1,0,0,0,6.49,3.84,2.66,39.34,39.34,0,59.02,39.34,19.67,59.02,59.02,0,0,0.0975
"YANNI.GOURDE","F","20172018","T.B",8,6.03,9.95,9.95,0,6.27,3.28,2.99,29.85,29.85,0,49.75,39.8,9.95,59.7,49.75,9.95,33.33,0.0825
"YANNI.GOURDE","F","20182019","T.B",9,6.88,17.44,0,17.44,10.9,2.09,8.81,87.21,17.44,69.77,95.93,34.88,61.05,104.65,34.88,69.77,20,0.06
"ZACH.BOGOSIAN","D","20162017","BUF",7,5.27,22.77,11.39,11.39,4.44,10.47,-6.03,34.16,79.7,-45.54,56.93,102.47,-45.54,68.31,102.47,-34.16,66.67,0.1022
"ZACH.BOGOSIAN","D","20182019","BUF",8,7.03,0,0,0,12.12,1.02,11.1,59.74,8.53,51.21,59.74,8.53,51.21,59.74,25.6,34.14,0,0.12
"ZACH.HYMAN","F","20162017","TOR",12,10.9,0,5.5,-5.5,11.23,5.34,5.89,49.54,33.03,16.51,82.57,55.05,27.52,104.59,66.06,38.53,0,0.097
"ZACH.PARISE","F","20162017","MIN",9,10.1,0,5.94,-5.94,8.55,4.46,4.1,59.41,47.52,11.88,83.17,53.47,29.7,83.17,59.41,23.76,0,0.0833
"ZACH.PARISE","F","20172018","MIN",8,8.68,0,6.91,-6.91,3.53,3.94,-0.41,41.47,20.74,20.74,48.39,34.56,13.82,55.3,41.47,13.82,0,0.114
"ZACH.PARISE","F","20182019","MIN",12,14.23,8.43,4.22,4.22,6.49,5.52,0.97,37.95,42.16,-4.22,59.03,63.25,-4.22,84.33,75.9,8.43,22.22,0.0873
"ZACH.WERENSKI","D","20162017","CBJ",15,13.83,17.35,4.34,13.02,9.5,7.11,2.39,56.4,43.38,13.02,69.41,52.06,17.35,86.77,69.41,17.35,30.77,0.1367
"ZACH.WERENSKI","D","20172018","CBJ",15,17.83,13.46,6.73,6.73,6.36,5.18,1.18,50.48,47.11,3.37,70.67,60.57,10.1,84.13,63.94,20.19,26.67,0.0856
"ZACH.WERENSKI","D","20182019","CBJ",8,10.78,0,0,0,5.45,3.12,2.34,44.53,16.7,27.83,55.66,27.83,27.83,72.36,38.96,33.4,0,0.112
"ZACK.SMITH","F","20172018","OTT",9,6.87,0,0,0,7.07,3.41,3.67,34.93,26.2,8.73,69.87,34.93,34.93,78.6,43.67,34.93,0,0.0975
